Id da RUN,Score,Deliveres,steps,seed,status
447,53,6,162,447,completed
448,54,6,148,448,completed
449,49,6,174,449,completed
450,-35,6,182,450,completed
451,-137,6,222,451,completed
452,-93,6,214,452,completed
453,80,6,190,453,completed
454,137,6,149,454,completed
455,114,6,131,455,completed
456,-161,6,235,456,completed
457,107,6,145,457,completed
458,115,6,147,458,completed
459,72,6,161,459,completed
460,-99,6,198,460,completed
461,-138,6,209,461,completed
462,-37,6,197,462,completed
463,-265,6,258,463,completed
464,-63,6,172,464,completed
465,-18,6,180,465,completed
466,71,6,145,466,completed
467,-25,6,192,467,completed
468,-47,6,212,468,completed
469,122,6,155,469,completed
470,-37,6,188,470,completed
471,21,6,164,471,completed
472,-21,6,194,472,completed
473,-17,6,154,473,completed
474,-2,6,153,474,completed
475,104,6,146,475,completed
476,-14,6,176,476,completed
477,-48,6,209,477,completed
478,-45,6,193,478,completed
479,47,6,153,479,completed
480,96,6,134,480,completed
481,-144,6,194,481,completed
482,46,6,143,482,completed
483,70,6,158,483,completed
484,110,6,156,484,completed
485,-12,6,178,485,completed
486,-17,6,182,486,completed
487,-175,6,247,487,completed
488,-77,6,190,488,completed
489,113,6,140,489,completed
490,69,6,162,490,completed
491,-73,6,207,491,completed
492,48,6,149,492,completed
493,64,6,174,493,completed
494,90,6,145,494,completed
495,174,6,126,495,completed
496,-402,6,282,496,completed
497,-21,6,171,497,completed
498,69,6,168,498,completed
499,-66,6,180,499,completed
500,15,6,168,500,completed
501,-241,6,247,501,completed
502,128,6,133,502,completed
503,-25,6,194,503,completed
504,-52,6,209,504,completed
505,70,6,160,505,completed
506,152,6,114,506,completed
507,-273,6,279,507,completed
508,-110,6,203,508,completed
509,108,6,125,509,completed
510,-41,6,179,510,completed
511,33,6,141,511,completed
512,-36,6,167,512,completed
513,-33,6,162,513,completed
514,117,6,145,514,completed
515,-5,6,171,515,completed
516,5,6,182,516,completed
517,24,6,173,517,completed
518,-55,6,174,518,completed
519,89,6,165,519,completed
520,12,6,184,520,completed
521,19,6,161,521,completed
522,32,6,183,522,completed
523,9,6,163,523,completed
524,89,6,157,524,completed
525,-106,6,209,525,completed
526,138,6,134,526,completed
527,29,6,162,527,completed
528,-182,6,233,528,completed
529,-143,6,209,529,completed
530,-122,6,225,530,completed
531,44,6,157,531,completed
532,127,6,148,532,completed
533,-38,6,177,533,completed
534,95,6,127,534,completed
535,52,6,149,535,completed
536,-213,6,237,536,completed
537,-102,6,212,537,completed
538,N/A,N/A,N/A,538,timeout
539,-39,6,174,539,completed
540,-147,6,208,540,completed
541,126,6,145,541,completed
542,-67,6,180,542,completed
543,9,6,191,543,completed
544,-18,6,158,544,completed
545,39,6,150,545,completed
546,90,6,147,546,completed
547,1,6,184,547,completed
548,-314,6,259,548,completed
549,22,6,170,549,completed
550,123,6,144,550,completed
551,-202,6,210,551,completed
552,87,6,152,552,completed
553,-61,6,164,553,completed
554,9,6,182,554,completed
555,-154,6,227,555,completed
556,48,6,150,556,completed
557,84,6,141,557,completed
558,-111,6,195,558,completed
559,-370,6,277,559,completed
560,-69,6,179,560,completed
561,-35,6,162,561,completed
562,-14,6,163,562,completed
563,-39,6,194,563,completed
564,-222,6,231,564,completed
565,11,6,151,565,completed
566,168,6,131,566,completed
567,-151,6,213,567,completed
568,59,6,144,568,completed
569,102,6,125,569,completed
570,31,6,155,570,completed
571,-107,6,195,571,completed
572,-180,6,243,572,completed
573,120,6,159,573,completed
574,-279,6,254,574,completed
575,33,6,158,575,completed
576,88,6,150,576,completed
577,-2,6,187,577,completed
578,-121,6,219,578,completed
579,84,6,154,579,completed
580,-219,6,249,580,completed
581,100,6,158,581,completed
582,99,6,150,582,completed
583,60,6,155,583,completed
584,-183,6,253,584,completed
585,48,6,158,585,completed
586,-179,6,232,586,completed
587,76,6,167,587,completed
588,142,6,129,588,completed
589,-130,6,222,589,completed
590,-22,6,158,590,completed
591,-132,6,242,591,completed
592,-36,6,166,592,completed
593,54,6,142,593,completed
594,-109,6,212,594,completed
595,-112,6,217,595,completed
596,-90,6,179,596,completed
597,52,6,171,597,completed
598,-104,6,195,598,completed
599,120,6,131,599,completed
600,-7,6,177,600,completed
601,-81,6,186,601,completed
602,-126,6,221,602,completed
603,25,6,166,603,completed
604,-184,6,229,604,completed
605,5,6,183,605,completed
606,-60,6,180,606,completed
607,77,6,154,607,completed
608,-240,6,249,608,completed
609,-90,6,217,609,completed
610,-20,6,170,610,completed
611,-65,6,188,611,completed
612,-49,6,191,612,completed
613,39,6,163,613,completed
614,97,6,158,614,completed
615,102,6,137,615,completed
616,-62,6,188,616,completed
617,-273,6,257,617,completed
618,18,6,189,618,completed
619,-90,6,219,619,completed
620,-1,6,156,620,completed
621,87,6,137,621,completed
622,36,6,186,622,completed
623,-64,6,193,623,completed
624,84,6,152,624,completed
625,-46,6,183,625,completed
626,125,6,138,626,completed
627,-32,6,182,627,completed
628,15,6,144,628,completed
629,-122,6,228,629,completed
630,24,6,166,630,completed
631,122,6,120,631,completed
632,7,6,160,632,completed
633,-126,6,197,633,completed
634,-217,6,243,634,completed
635,130,6,132,635,completed
636,-71,6,180,636,completed
637,-357,6,249,637,completed
638,86,6,157,638,completed
639,66,6,166,639,completed
640,19,6,180,640,completed
641,28,6,165,641,completed
642,65,6,163,642,completed
643,-143,6,227,643,completed
644,21,6,178,644,completed
645,-446,6,297,645,completed
646,88,6,139,646,completed
647,-58,6,178,647,completed
648,-46,6,184,648,completed
649,80,6,141,649,completed
650,87,6,161,650,completed
651,26,6,172,651,completed
652,118,6,128,652,completed
653,-29,6,175,653,completed
654,119,6,143,654,completed
655,-229,6,228,655,completed
656,93,6,170,656,completed
657,15,6,175,657,completed
658,-118,6,215,658,completed
659,87,6,137,659,completed
660,12,6,181,660,completed
661,77,6,162,661,completed
662,35,6,186,662,completed
663,-102,6,170,663,completed
664,-101,6,203,664,completed
665,107,6,149,665,completed
666,20,6,184,666,completed
667,43,6,183,667,completed
668,149,6,144,668,completed
669,89,6,140,669,completed
670,34,6,184,670,completed
671,129,6,116,671,completed
672,142,6,131,672,completed
673,-37,6,190,673,completed
674,-170,6,262,674,completed
675,4,6,181,675,completed
676,-118,6,219,676,completed
677,-26,6,179,677,completed
678,-276,6,274,678,completed
679,-85,6,206,679,completed
680,23,6,156,680,completed
681,32,6,160,681,completed
682,-160,6,223,682,completed
683,-6,6,184,683,completed
684,51,6,166,684,completed
685,-146,6,206,685,completed
686,-195,6,236,686,completed
687,-174,6,224,687,completed
688,-19,6,178,688,completed
689,135,6,136,689,completed
690,23,6,141,690,completed
691,-76,6,176,691,completed
692,65,6,144,692,completed
693,-40,6,193,693,completed
694,63,6,165,694,completed
695,-153,6,219,695,completed
696,-167,6,226,696,completed
697,-65,6,193,697,completed
698,-263,6,266,698,completed
699,56,6,175,699,completed
700,64,6,162,700,completed
701,157,6,105,701,completed
702,-6,6,164,702,completed
703,56,6,147,703,completed
704,91,6,162,704,completed
705,-216,6,238,705,completed
706,109,6,145,706,completed
707,61,6,181,707,completed
708,63,6,152,708,completed
709,45,6,163,709,completed
710,-101,6,203,710,completed
711,102,6,126,711,completed
712,99,6,133,712,completed
713,36,6,155,713,completed
714,-106,6,214,714,completed
715,25,6,175,715,completed
716,71,6,137,716,completed
717,-75,6,193,717,completed
718,162,6,138,718,completed
719,-220,6,260,719,completed
720,-189,6,197,720,completed
721,66,6,139,721,completed
722,70,6,150,722,completed
723,89,6,137,723,completed
724,-93,6,206,724,completed
725,-335,6,237,725,completed
726,-95,6,218,726,completed
727,38,6,150,727,completed
728,135,6,122,728,completed
729,-44,6,186,729,completed
730,45,6,173,730,completed
731,-26,6,185,731,completed
732,144,6,118,732,completed
733,192,6,108,733,completed
734,N/A,N/A,N/A,734,timeout
735,44,6,157,735,completed
736,-8,6,168,736,completed
737,72,6,172,737,completed
738,-5,6,189,738,completed
739,79,6,158,739,completed
740,94,6,153,740,completed
741,-6,6,152,741,completed
742,-9,6,181,742,completed
743,12,6,192,743,completed
744,103,6,138,744,completed
745,83,6,145,745,completed
746,35,6,176,746,completed
747,-250,6,229,747,completed
748,49,6,162,748,completed
749,125,6,132,749,completed
750,-33,6,159,750,completed
751,110,6,137,751,completed
752,-128,6,198,752,completed
753,133,6,140,753,completed
754,-23,6,179,754,completed
755,92,6,123,755,completed
756,-101,6,183,756,completed
757,11,6,150,757,completed
758,52,6,151,758,completed
759,18,6,158,759,completed
760,93,6,143,760,completed
761,-44,6,189,761,completed
762,40,6,163,762,completed
763,-205,6,241,763,completed
764,-208,6,218,764,completed
765,165,6,135,765,completed
766,-97,6,218,766,completed
767,126,6,146,767,completed
768,-92,6,222,768,completed
769,-73,6,188,769,completed
770,-32,6,184,770,completed
771,-73,6,187,771,completed
772,-20,6,166,772,completed
773,122,6,137,773,completed
774,-77,6,196,774,completed
775,-104,6,224,775,completed
776,34,6,161,776,completed
777,-16,6,173,777,completed
778,-174,6,225,778,completed
779,96,6,142,779,completed
780,-130,6,213,780,completed
781,123,6,147,781,completed
782,26,6,175,782,completed
783,51,6,142,783,completed
784,-37,6,197,784,completed
785,106,6,118,785,completed
786,-50,6,198,786,completed
787,-283,6,260,787,completed
788,131,6,124,788,completed
789,68,6,148,789,completed
790,-5,6,203,790,completed
791,31,6,173,791,completed
792,13,6,163,792,completed
793,23,6,187,793,completed
794,22,6,176,794,completed
795,-105,6,195,795,completed
796,-66,6,192,796,completed
797,133,6,140,797,completed
798,-88,6,210,798,completed
799,-37,6,184,799,completed
800,-103,6,203,800,completed
801,-11,6,175,801,completed
802,-129,6,225,802,completed
803,-39,6,188,803,completed
804,-95,6,190,804,completed
805,51,6,148,805,completed
806,-95,6,199,806,completed
807,-24,6,181,807,completed
808,10,6,162,808,completed
809,-28,6,197,809,completed
810,64,6,148,810,completed
811,-74,6,199,811,completed
812,108,6,140,812,completed
813,71,6,152,813,completed
814,-14,6,180,814,completed
815,-182,6,196,815,completed
816,130,6,136,816,completed
817,20,6,159,817,completed
818,-95,6,206,818,completed
819,65,6,171,819,completed
820,105,6,138,820,completed
821,120,6,158,821,completed
822,3,6,173,822,completed
823,-19,6,184,823,completed
824,22,6,180,824,completed
825,144,6,144,825,completed
826,-45,6,196,826,completed
827,30,6,158,827,completed
828,-227,6,226,828,completed
829,-36,6,179,829,completed
830,34,6,165,830,completed
831,-57,6,167,831,completed
832,32,6,174,832,completed
833,69,6,166,833,completed
834,56,6,167,834,completed
835,-263,6,240,835,completed
836,10,6,176,836,completed
837,-13,6,183,837,completed
838,-22,6,195,838,completed
839,-109,6,207,839,completed
840,170,6,124,840,completed
841,-21,6,187,841,completed
842,51,6,167,842,completed
843,96,6,148,843,completed
844,88,6,152,844,completed
845,53,6,142,845,completed
846,109,6,130,846,completed
847,-42,6,181,847,completed
848,-103,6,200,848,completed
849,66,6,143,849,completed
850,7,6,146,850,completed
851,-64,6,177,851,completed
852,-81,6,215,852,completed
853,-25,6,192,853,completed
854,80,6,154,854,completed
855,-66,6,182,855,completed
856,66,6,157,856,completed
857,40,6,156,857,completed
858,8,6,182,858,completed
859,101,6,146,859,completed
860,88,6,170,860,completed
861,-57,6,208,861,completed
862,63,6,152,862,completed
863,77,6,150,863,completed
864,87,6,143,864,completed
865,-146,6,222,865,completed
866,56,6,149,866,completed
867,-139,6,197,867,completed
868,-128,6,219,868,completed
869,-22,6,195,869,completed
870,-51,6,170,870,completed
871,-128,6,229,871,completed
872,121,6,156,872,completed
873,43,6,162,873,completed
874,-67,6,179,874,completed
875,136,6,142,875,completed
876,-90,6,199,876,completed
877,36,6,176,877,completed
878,-179,6,240,878,completed
879,157,6,132,879,completed
880,-5,6,183,880,completed
881,180,6,120,881,completed
882,-52,6,207,882,completed
883,11,6,186,883,completed
884,102,6,145,884,completed
885,184,6,108,885,completed
886,-164,6,216,886,completed
887,33,6,163,887,completed
888,16,6,162,888,completed
889,-115,6,211,889,completed
890,4,6,165,890,completed
891,60,6,173,891,completed
892,40,6,163,892,completed
893,-67,6,181,893,completed
894,116,6,151,894,completed
895,-28,6,186,895,completed
896,-98,6,181,896,completed
897,-19,6,168,897,completed
898,78,6,152,898,completed
899,-243,6,238,899,completed
900,-89,6,206,900,completed
901,3,6,167,901,completed
902,-38,6,175,902,completed
903,-179,6,228,903,completed
904,-2,6,186,904,completed
905,-133,6,216,905,completed
906,-45,6,205,906,completed
907,132,6,140,907,completed
908,77,6,163,908,completed
909,1,6,180,909,completed
910,-90,6,212,910,completed
911,-23,6,167,911,completed
912,-70,6,193,912,completed
913,-179,6,226,913,completed
914,98,6,147,914,completed
915,30,6,186,915,completed
916,25,6,170,916,completed
917,18,6,174,917,completed
918,-87,6,184,918,completed
919,77,6,121,919,completed
920,57,6,181,920,completed
921,-26,6,183,921,completed
922,51,6,179,922,completed
923,151,6,117,923,completed
924,8,6,157,924,completed
925,28,6,174,925,completed
926,24,6,175,926,completed
927,-38,6,196,927,completed
928,20,6,170,928,completed
929,39,6,151,929,completed
930,71,6,148,930,completed
931,49,6,161,931,completed
932,75,6,165,932,completed
933,130,6,131,933,completed
934,-11,6,182,934,completed
935,-43,6,195,935,completed
936,60,6,134,936,completed
937,52,6,173,937,completed
938,-87,6,198,938,completed
939,12,6,181,939,completed
940,-291,6,249,940,completed
941,6,6,174,941,completed
942,78,6,166,942,completed
943,43,6,153,943,completed
944,-104,6,180,944,completed
945,24,6,169,945,completed
946,40,6,186,946,completed
947,-46,6,174,947,completed
948,-128,6,224,948,completed
949,10,6,152,949,completed
950,-17,6,151,950,completed
951,-202,6,203,951,completed
952,-117,6,212,952,completed
